annotation_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
245,Elevation D,Elevation,Tags,Structural Framing Tags,TB1C200(W)x295/210(D),25.01670110739719,-81.39613933230757,With TOP,8984305
246,Elevation D,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),21.03048063495452,-67.06405445958748,With TOP,12288089
247,Elevation C,Elevation,Tags,Structural Framing Tags,TB1F200(W)x210/245/295(D),29.65908958859787,-65.68166325050424,With TOP,8738399
248,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-68.36167418979777,Revision 0 Tag-2.5mm,12352502
249,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-53.501472895363264,Revision 0 Tag-2.5mm,12352868
250,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-50.86692503058946,Revision 0 Tag-2.5mm,12352893
251,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-64.75805877975144,Revision 0 Tag-2.5mm,12352893
252,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-84.2266160631165,Revision 0 Tag-2.5mm,12352893
253,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-81.37404090300062,Revision 0 Tag-2.5mm,12353292
254,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-50.78472009535759,Revision 0 Tag-2.5mm,12353307
255,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-68.52075876964363,Revision 0 Tag-2.5mm,12353307
256,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-82.29792307877395,Revision 0 Tag-2.5mm,12353307
257,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-60.48140474080571,Revision 0 Tag-2.5mm,12353470
258,Elevation B,Elevation,Tags,Revision Cloud Tags,A,17.414959254261525,-53.29865931159754,Revision 0 Tag-2.5mm,12354065
259,Elevation B,Elevation,Tags,Revision Cloud Tags,A,22.842518417523443,-53.29865931159754,Revision 0 Tag-2.5mm,12354065
260,Elevation B,Elevation,Tags,Revision Cloud Tags,A,35.45650949207016,-53.29865931159754,Revision 0 Tag-2.5mm,12354065
261,Elevation B,Elevation,Tags,Revision Cloud Tags,A,32.20099797103398,-53.29865931159754,Revision 0 Tag-2.5mm,12354118
262,Elevation B,Elevation,Tags,Revision Cloud Tags,A,22.85997488679828,-53.29865931159754,Revision 0 Tag-2.5mm,12354136
263,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-60.19523097046463,Revision 0 Tag-2.5mm,12354878
264,Elevation A,Elevation,Tags,Revision Cloud Tags,A,18.66821415515727,-81.75067867562362,Revision 0 Tag-2.5mm,12355076
265,Elevation A,Elevation,Tags,Revision Cloud Tags,A,32.45810131379788,-81.75067867562362,Revision 0 Tag-2.5mm,12357155
266,Elevation A,Elevation,Tags,Revision Cloud Tags,A,15.444336948355865,-81.75067867562362,Revision 0 Tag-2.5mm,12357155
267,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-72.03554606684875,Revision 0 Tag-2.5mm,12395415
268,Elevation C,Elevation,Tags,Revision Cloud Tags,A,31.631785828925803,-68.35124751740831,Revision 0 Tag-2.5mm,12397730
269,Elevation D,Elevation,Tags,Revision Cloud Tags,A,18.53934173963919,-80.3167272361,Revision 0 Tag-2.5mm,12398127
270,Elevation D,Elevation,Tags,Revision Cloud Tags,A1,18.53934173963919,-64.27579310700665,Revision 0 Tag-2.5mm,12401171
271,Elevation D,Elevation,Tags,Revision Cloud Tags,B2,18.53934173963919,-76.0856147078268,Revision 0 Tag-2.5mm,12409368
272,Elevation A,Elevation,Detail Items,generic_annotation,Detail Filled Region,15.239382786678146,-85.28658271515786,Detail Filled Region,
273,Elevation A,Elevation,Detail Items,generic_annotation,Detail Filled Region,15.239382786678128,-85.28658271515786,Detail Filled Region,
274,Elevation C,Elevation,Detail Items,generic_annotation,Opening,31.631785828925803,-78.98472200947396,Opening,
275,Elevation A,Elevation,Detail Items,generic_annotation,Opening,20.70239664545406,-81.75067867562362,Opening,
276,Elevation A,Elevation,Detail Items,generic_annotation,Opening,29.331005599097683,-81.75067867562362,Opening,
